"sport","event","date","athlete_id","country_id","bronze","gold","silver"
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01","109810","171",0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01","109810","171",0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01","109810","171",0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01","109810","171",0,0,0
"Track and Field","Men's 3,000 metres Steeplechase","2016-01-01","109850","94",0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01","109854","94",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","109854","94",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","109854","94",0,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01","109869","94",0,1,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01","109869","94",0,0,0
"Gymnastics","Gymnastics Men's Horse Vault","2016-01-01","109869","94",1,0,0
"Track and Field","Men's 10,000 metres","2016-01-01","109909","94",0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01","109929","193",0,0,0
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01","110098","73",0,0,0
"Track and Field","Men's 400 metres","2016-01-01","110138","25",0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","110138","25",0,0,0
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01","110193","125",0,0,0
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01","110201","108",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","110252","91",0,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01","110298","193",0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01","110298","193",0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01","110298","193",0,0,0
"Track and Field","Women's 1,500 metres","2016-01-01","110330","34",0,0,0
"Track and Field","Men's 100 metres","2016-01-01","110420","4",0,0,0
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01","110429","162",0,0,0
"Track and Field","Men's 3,000 metres Steeplechase","2016-01-01","110488","26",0,0,0
"Track and Field","Men's 400 metres Hurdles","2016-01-01","110493","197",0,0,0
"Track and Field","Men's High Jump","2016-01-01","110557","26",0,0,0
"Track and Field","Women's Pole Vault","2016-01-01","110565","50",0,0,0
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01","110615","113",0,0,0
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01","110615","113",0,0,0
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01","110615","113",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","110625","18",0,0,0
"Track and Field","Men's 100 metres","2016-01-01","110639","170",0,0,0
"Track and Field","Men's Marathon","2016-01-01","110642","182",0,0,0
"Track and Field","Men's 100 metres","2016-01-01","110658","117",0,0,0
"Track and Field","Women's High Jump","2016-01-01","110674","49",0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01","110720","93",0,0,0
"Track and Field","Men's Pole Vault","2016-01-01","110724","195",0,0,0
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01","110802","26",0,0,0
"Swimming","Swimming Women's 200 metres Freestyle","2016-01-01","110838","162",0,0,0
"Swimming","Swimming Women's 400 metres Freestyle","2016-01-01","110838","162",0,0,0
"Track and Field","Women's 800 metres","2016-01-01","110966","93",0,0,0
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01","111044","129",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","111056","86",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","111102","86",0,0,0
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01","111151","86",0,0,0
"Track and Field","Men's Marathon","2016-01-01","111237","86",0,0,0
"Track and Field","Men's Decathlon","2016-01-01","111319","130",0,0,0
"Track and Field","Men's 5,000 metres","2016-01-01","111336","168",0,0,0
"Track and Field","Men's Javelin Throw","2016-01-01","111392","102",0,0,0
"Track and Field","Men's Marathon","2016-01-01","111445","193",0,0,0
"Swimming","Swimming Men's 200 metres Butterfly","2016-01-01","111516","178",0,0,0
"Track and Field","Women's High Jump","2016-01-01","126975","49",1,0,0
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01","111516","178",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","111543","178",0,0,0
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01","111543","178",1,0,0
"Swimming","Swimming Women's 200 metres Freestyle","2016-01-01","111543","178",0,0,1
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","111543","178",0,0,0
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01","111543","178",0,0,0
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01","111543","178",0,1,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","111543","178",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","111554","53",0,0,0
"Track and Field","Men's Discus Throw","2016-01-01","111567","136",0,0,0
"Track and Field","Men's Shot Put","2016-01-01","111615","74",0,0,0
"Track and Field","Women's Hammer Throw","2016-01-01","111652","13",0,0,0
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01","111681","136",0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01","111681","136",0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01","111681","136",0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01","111681","136",0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01","111681","136",0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01","111681","136",0,0,0
"Track and Field","Women's High Jump","2016-01-01","111738","178",0,0,0
"Track and Field","Men's 200 metres","2016-01-01","111853","50",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","111853","50",0,0,0
"Track and Field","Women's 400 metres Hurdles","2016-01-01","111995","53",0,0,1
"Track and Field","Men's 800 metres","2016-01-01","112038","125",0,0,0
"Track and Field","Men's Long Jump","2016-01-01","112041","2",0,0,0
"Track and Field","Men's 200 metres","2016-01-01","112097","193",0,0,0
"Track and Field","Men's Long Jump","2016-01-01","112189","93",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","112220","195",0,1,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","112223","11",0,0,0
"Track and Field","Men's High Jump","2016-01-01","112235","148",0,0,0
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01","112327","34",0,0,0
"Swimming","Swimming Women's 200 metres Breaststroke","2016-01-01","112327","34",0,0,0
"Swimming","Swimming Women's 400 metres Freestyle","2016-01-01","112334","195",1,0,0
"Swimming","Swimming Women's 800 metres Freestyle","2016-01-01","112334","195",0,0,0
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01","112334","195",0,1,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01","112342","73",0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01","112342","73",0,0,1
"Track and Field","Men's 200 metres","2016-01-01","112415","14",0,0,0
"Track and Field","Men's Long Jump","2016-01-01","112429","22",0,0,0
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01","112475","195",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","112475","195",0,1,0
"Track and Field","Women's Marathon","2016-01-01","112488","96",0,0,0
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01","112595","131",0,0,0
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01","112595","131",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","112598","170",0,0,0
"Track and Field","Men's Marathon","2016-01-01","112609","151",0,0,0
"Track and Field","Men's 1,500 metres","2016-01-01","112611","184",0,0,0
"Track and Field","Women's Triple Jump","2016-01-01","112617","26",0,0,0
"Track and Field","Men's Pole Vault","2016-01-01","112631","146",0,0,0
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01","112635","17",0,0,0
"Track and Field","Women's Hammer Throw","2016-01-01","112657","18",0,0,0
"Track and Field","Women's Marathon","2016-01-01","112677","19",0,0,0
"Track and Field","Men's Hammer Throw","2016-01-01","112699","66",0,0,0
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01","112847","173",0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","112966","187",0,0,0
"Track and Field","Men's Marathon","2016-01-01","113080","171",0,0,0
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01","113185","126",0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","113253","56",0,0,0
"Track and Field","Men's 100 metres","2016-01-01","113255","187",0,0,0
"Track and Field","Men's 200 metres","2016-01-01","113255","187",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","113255","187",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","113361","42",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","113374","199",0,0,0
"Track and Field","Men's 800 metres","2016-01-01","113429","54",0,0,0
"Track and Field","Men's 1,500 metres","2016-01-01","113429","54",0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01","113461","26",0,0,0
"Track and Field","Men's 110 metres Hurdles","2016-01-01","113488","26",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","113517","78",0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01","113620","92",0,0,0
"Track and Field","Women's Long Jump","2016-01-01","113674","162",1,0,0
"Track and Field","Women's 400 metres","2016-01-01","113744","71",0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01","113744","71",0,0,0
"Track and Field","Women's 400 metres Hurdles","2016-01-01","113763","195",1,0,0
"Track and Field","Women's High Jump","2016-01-01","113781","155",0,0,0
"Track and Field","Women's Heptathlon","2016-01-01","113878","26",0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","113892","152",0,0,1
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","113892","152",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","113892","152",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","113892","152",0,0,0
"Track and Field","Women's Javelin Throw","2016-01-01","113946","52",1,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01","114002","179",0,0,0
"Track and Field","Women's 400 metres Hurdles","2016-01-01","114005","179",0,0,0
"Track and Field","Men's Marathon","2016-01-01","114057","183",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","114071","84",0,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01","114088","187",0,0,0
"Track and Field","Men's 10,000 metres","2016-01-01","114093","11",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","114118","109",0,0,0
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01","114118","109",0,0,0
"Swimming","Swimming Men's 400 metres Individual Medley","2016-01-01","114118","109",0,0,0
"Track and Field","Women's 1,500 metres","2016-01-01","114166","34",0,0,0
"Track and Field","Men's Discus Throw","2016-01-01","114180","178",0,0,0
"Track and Field","Women's Javelin Throw","2016-01-01","114182","71",0,0,0
"Track and Field","Men's Shot Put","2016-01-01","114298","52",0,0,0
"Track and Field","Women's Marathon","2016-01-01","114343","193",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","114358","131",0,0,0
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01","114358","131",0,0,0
"Track and Field","Men's High Jump","2016-01-01","114406","11",0,0,0
"Track and Field","Women's Marathon","2016-01-01","114448","18",0,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01","114467","18",0,0,0
"Track and Field","Women's Hammer Throw","2016-01-01","114556","34",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","114618","130",0,0,0
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01","114618","130",0,0,0
"Swimming","Swimming Women's 200 metres Individual Medley","2016-01-01","114618","130",0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01","114634","151",0,0,0
"Track and Field","Women's Pole Vault","2016-01-01","114658","74",0,1,0
"Swimming","Swimming Women's 400 metres Individual Medley","2016-01-01","114788","12",0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01","114826","179",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","114826","179",0,0,0
"Gymnastics","Gymnastics Women's Horse Vault","2016-01-01","114826","179",1,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","114826","179",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","114826","179",0,0,0
"Track and Field","Women's 1,500 metres","2016-01-01","114880","34",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","114951","193",0,0,0
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01","114951","193",0,0,0
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01","115001","13",0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01","115001","13",0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01","115001","13",0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01","115001","13",0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01","115001","13",0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01","115001","13",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","115071","195",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","115279","162",0,0,0
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01","115279","162",0,0,0
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01","115279","162",0,0,0
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01","115416","146",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","115416","146",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","115423","130",0,0,0
"Track and Field","Men's Shot Put","2016-01-01","115509","71",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","115600","14",0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01","115600","14",0,0,0
"Track and Field","Women's Marathon","2016-01-01","115649","92",0,0,0
"Track and Field","Women's Long Jump","2016-01-01","115690","11",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","115717","67",0,0,0
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01","115717","67",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","115717","67",0,0,1
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01","115717","67",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","115717","67",0,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01","115758","152",0,0,1
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01","115758","152",0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01","115758","152",0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01","115758","152",0,0,0
"Track and Field","Men's Javelin Throw","2016-01-01","115798","102",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","115817","193",0,0,0
"Track and Field","Women's Pole Vault","2016-01-01","115892","71",0,0,0
"Track and Field","Women's Long Jump","2016-01-01","115922","14",0,0,0
"Track and Field","Women's Pole Vault","2016-01-01","115949","195",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","116034","193",0,0,0
"Track and Field","Men's 100 metres","2016-01-01","116059","40",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","116059","40",0,0,0
"Track and Field","Women's Discus Throw","2016-01-01","116071","40",0,0,0
"Track and Field","Men's Decathlon","2016-01-01","116102","50",0,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01","116128","199",0,0,0
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01","116128","199",0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01","116213","94",0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","116213","94",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","116213","94",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","116213","94",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","116213","94",0,0,0
"Track and Field","Men's 400 metres Hurdles","2016-01-01","116244","26",0,0,0
"Track and Field","Women's 1,500 metres","2016-01-01","116278","71",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","116301","152",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","116301","152",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","116388","87",0,0,0
"Track and Field","Women's 800 metres","2016-01-01","116409","97",0,0,0
"Track and Field","Women's Marathon","2016-01-01","116424","97",0,1,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","116480","40",0,0,0
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01","116505","40",0,1,0
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01","116505","40",0,0,1
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01","116505","40",0,0,0
"Track and Field","Women's Shot Put","2016-01-01","116631","121",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","116635","19",0,0,0
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01","116635","19",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","116635","19",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","116635","19",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","116670","108",0,0,0
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01","116694","88",0,0,0
"Track and Field","Women's Pole Vault","2016-01-01","116698","167",0,0,0
"Track and Field","Women's Shot Put","2016-01-01","116734","34",0,0,0
"Track and Field","Women's 5,000 metres","2016-01-01","116800","94",0,0,0
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01","116828","94",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","116828","94",0,0,0
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01","116884","52",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","116884","52",0,0,0
"Track and Field","Men's 110 metres Hurdles","2016-01-01","117025","52",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","117061","138",0,0,0
"Track and Field","Women's 400 metres","2016-01-01","117139","146",0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01","117139","146",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","117164","146",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","117164","146",0,0,0
"Swimming","Swimming Men's 200 metres Butterfly","2016-01-01","117164","146",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","117165","146",0,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01","117165","146",0,0,0
"Track and Field","Men's Decathlon","2016-01-01","117212","52",0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01","117237","156",0,0,0
"Track and Field","Women's High Jump","2016-01-01","117315","84",0,0,0
"Track and Field","Women's Marathon","2016-01-01","117354","84",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","117436","83",0,0,0
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01","117529","84",0,0,0
"Swimming","Swimming Women's 200 metres Butterfly","2016-01-01","117529","84",0,0,0
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01","117548","146",0,0,0
"Track and Field","Men's Marathon","2016-01-01","117593","146",0,0,0
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01","117610","84",0,0,0
"Swimming","Swimming Women's 200 metres Breaststroke","2016-01-01","117610","84",0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01","117642","146",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","117674","48",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","117674","48",0,0,0
"Track and Field","Women's Marathon","2016-01-01","117690","145",0,0,0
"Track and Field","Men's 3,000 metres Steeplechase","2016-01-01","117714","3",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","117730","189",0,0,0
"Track and Field","Men's 10,000 metres","2016-01-01","117747","61",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","117754","46",0,0,0
"Track and Field","Men's 100 metres","2016-01-01","117770","89",0,0,0
"Track and Field","Men's Decathlon","2016-01-01","117854","195",0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01","117887","173",0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01","117890","84",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","117890","84",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","117913","94",0,0,0
"Swimming","Swimming Women's 400 metres Individual Medley","2016-01-01","117927","94",0,0,0
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01","117965","94",0,0,0
"Track and Field","Men's 200 metres","2016-01-01","117986","94",0,0,0
"Track and Field","Women's 10,000 metres","2016-01-01","117991","94",0,0,0
"Track and Field","Men's Marathon","2016-01-01","118061","32",0,0,0
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01","118078","100",0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01","118089","18",0,0,0
"Track and Field","Men's 200 metres","2016-01-01","118092","73",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","118133","11",0,0,1
"Track and Field","Women's 20 kilometres Walk","2016-01-01","118134","11",0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","118248","94",0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","118268","40",1,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","118268","40",0,0,0
"Track and Field","Women's Marathon","2016-01-01","118352","94",0,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01","118359","94",0,1,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01","118359","94",0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01","118359","94",0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01","118359","94",0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01","118359","94",0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01","118359","94",0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01","118402","170",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","118436","40",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","118439","40",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","118467","94",0,0,0
"Track and Field","Men's 10,000 metres","2016-01-01","118509","97",0,0,1
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01","118533","39",0,0,0
"Track and Field","Men's 400 metres","2016-01-01","118543","75",0,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01","118591","152",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","118591","152",0,0,0
"Track and Field","Women's Long Jump","2016-01-01","118606","198",0,0,0
"Track and Field","Women's Pole Vault","2016-01-01","118802","147",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","118807","167",0,0,0
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01","118807","167",0,0,0
"Track and Field","Women's Hammer Throw","2016-01-01","118813","67",0,0,0
"Track and Field","Men's Triple Jump","2016-01-01","118870","195",0,1,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","118973","146",0,0,0
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01","118973","146",0,0,0
"Swimming","Swimming Women's 200 metres Backstroke","2016-01-01","118973","146",0,0,0
"Swimming","Swimming Women's 800 metres Freestyle","2016-01-01","118978","48",0,0,0
"Track and Field","Men's Marathon","2016-01-01","119018","91",0,0,0
"Track and Field","Women's 5,000 metres","2016-01-01","119019","63",0,0,0
"Track and Field","Women's Marathon","2016-01-01","119063","144",0,0,0
"Swimming","Swimming Men's 200 metres Backstroke","2016-01-01","119073","84",0,0,0
"Track and Field","Men's 400 metres Hurdles","2016-01-01","119080","26",0,0,0
"Track and Field","Men's 100 metres","2016-01-01","119117","139",0,0,0
"Track and Field","Women's Discus Throw","2016-01-01","119118","96",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","119180","57",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","119180","57",0,0,0
"Track and Field","Men's Long Jump","2016-01-01","119186","74",0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01","119233","94",0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","119233","94",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","119233","94",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","119233","94",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","119233","94",0,0,0
"Swimming","Swimming Women's 200 metres Individual Medley","2016-01-01","119234","94",0,0,0
"Track and Field","Women's 800 metres","2016-01-01","119341","162",0,0,0
"Track and Field","Women's 1,500 metres","2016-01-01","119341","162",0,0,0
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01","119345","124",0,0,0
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01","119354","34",0,0,0
"Track and Field","Men's 10,000 metres","2016-01-01","119359","61",0,0,0
"Track and Field","Men's 1,500 metres","2016-01-01","119361","71",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","119428","98",0,0,0
"Track and Field","Men's 5,000 metres","2016-01-01","119431","61",0,0,0
"Track and Field","Men's Marathon","2016-01-01","119432","73",0,0,0
"Track and Field","Women's Marathon","2016-01-01","119493","183",0,0,0
"Track and Field","Men's 400 metres","2016-01-01","119537","25",0,0,0
"Track and Field","Men's High Jump","2016-01-01","119552","146",0,0,0
"Track and Field","Women's Heptathlon","2016-01-01","119559","34",1,0,0
"Track and Field","Men's 100 metres","2016-01-01","119570","176",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","119610","127",0,0,0
"Track and Field","Women's Heptathlon","2016-01-01","119631","19",0,1,0
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01","119713","127",0,0,0
"Track and Field","Women's 400 metres","2016-01-01","119722","170",0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01","119764","86",0,0,0
"Track and Field","Women's Shot Put","2016-01-01","119779","93",0,0,0
"Track and Field","Men's High Jump","2016-01-01","119783","14",0,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01","119817","73",0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01","119817","73",0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01","119817","73",0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01","119817","73",0,0,0
"Track and Field","Men's 110 metres Hurdles","2016-01-01","119825","187",0,0,0
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01","119831","34",0,0,0
