"sport","event","date","athlete_id","country_id","bronze","gold","silver"
"Track and Field","Men's 400 metres Hurdles","2016-01-01","123204","134",0,0,0
"Track and Field","Men's Marathon","2016-01-01","123220","53",0,0,0
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01","123318","153",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","123435","146",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","123435","146",0,0,0
"Track and Field","Men's Discus Throw","2016-01-01","123436","146",0,0,0
"Track and Field","Women's Shot Put","2016-01-01","123441","71",0,0,0
"Track and Field","Women's 1,500 metres","2016-01-01","123442","146",0,0,0
"Track and Field","Women's Triple Jump","2016-01-01","123516","42",0,0,0
"Track and Field","Men's Decathlon","2016-01-01","123562","94",0,0,0
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01","123600","152",0,0,0
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01","123600","152",0,0,0
"Swimming","Swimming Women's 200 metres Backstroke","2016-01-01","123600","152",0,0,0
"Swimming","Swimming Women's 200 metres Butterfly","2016-01-01","123608","189",0,0,0
"Track and Field","Women's Javelin Throw","2016-01-01","123636","66",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","123664","31",0,0,0
"Track and Field","Men's Marathon","2016-01-01","123667","153",0,0,0
"Track and Field","Men's Javelin Throw","2016-01-01","123746","52",0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01","123780","108",0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01","123941","8",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","123941","8",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","123941","8",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","123941","8",0,0,0
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01","123944","26",0,0,0
"Track and Field","Men's 400 metres","2016-01-01","123962","156",0,0,0
"Track and Field","Men's Triple Jump","2016-01-01","124005","96",0,0,0
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01","124022","173",0,0,0
"Swimming","Swimming Women's 200 metres Breaststroke","2016-01-01","124022","173",0,0,0
"Swimming","Swimming Women's 200 metres Backstroke","2016-01-01","124195","179",0,0,0
"Swimming","Swimming Women's 200 metres Butterfly","2016-01-01","124195","179",0,0,0
"Swimming","Swimming Women's 400 metres Individual Medley","2016-01-01","124195","179",0,0,0
"Track and Field","Women's 5,000 metres","2016-01-01","124238","131",0,0,0
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01","124348","170",0,0,1
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01","124348","170",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","124348","170",0,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01","124350","25",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","124420","130",0,0,0
"Track and Field","Men's Decathlon","2016-01-01","124432","19",0,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01","124603","130",0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01","124603","130",0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01","124610","130",0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","124610","130",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","124610","130",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","124610","130",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","124610","130",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","124731","34",0,0,0
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01","124731","34",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","124731","34",1,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","124731","34",0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01","124750","130",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","124790","34",0,0,0
"Track and Field","Men's 400 metres","2016-01-01","124804","170",0,1,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","124837","130",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","124837","130",0,0,0
"Track and Field","Men's 800 metres","2016-01-01","124856","170",0,0,0
"Track and Field","Men's Javelin Throw","2016-01-01","124880","170",0,0,0
"Swimming","Swimming Women's 400 metres Freestyle","2016-01-01","124886","130",0,0,0
"Swimming","Swimming Women's 10 kilometres Open Water","2016-01-01","124886","130",0,1,0
"Track and Field","Women's 200 metres","2016-01-01","124899","130",0,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01","124899","130",0,0,0
"Track and Field","Men's Marathon","2016-01-01","124910","19",0,0,0
"Track and Field","Men's 400 metres Hurdles","2016-01-01","125027","170",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","125093","14",0,0,0
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01","125093","14",0,0,0
"Swimming","Swimming Men's 10 kilometres Open Water","2016-01-01","125125","92",0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01","125136","67",0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","125136","67",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","125136","67",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","125136","67",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","125136","67",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","125150","19",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","125150","19",0,0,0
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01","125150","19",0,0,0
"Track and Field","Men's Marathon","2016-01-01","125279","120",0,0,0
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01","125304","120",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","125305","199",0,0,0
"Track and Field","Women's 400 metres","2016-01-01","125400","74",0,0,0
"Track and Field","Women's Triple Jump","2016-01-01","125460","18",0,0,0
"Track and Field","Women's 10,000 metres","2016-01-01","125498","130",0,0,0
"Track and Field","Women's Discus Throw","2016-01-01","125532","195",0,0,0
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01","125563","74",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","125563","74",0,0,0
"Track and Field","Men's 800 metres","2016-01-01","125590","148",0,0,0
"Swimming","Swimming Men's 400 metres Individual Medley","2016-01-01","125652","50",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","125686","167",0,0,0
"Track and Field","Women's 800 metres","2016-01-01","125689","50",0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01","125689","50",0,0,0
"Track and Field","Women's Triple Jump","2016-01-01","125743","166",0,0,0
"Track and Field","Women's Long Jump","2016-01-01","125744","166",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","125828","26",0,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01","125828","26",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","125894","84",0,0,0
"Track and Field","Men's 400 metres","2016-01-01","125943","195",0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","125943","195",0,1,0
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01","126056","130",0,0,0
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01","126073","130",0,0,0
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01","126096","193",0,0,1
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01","126096","193",0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01","126096","193",0,0,0
"Gymnastics","Gymnastics Men's Horse Vault","2016-01-01","126096","193",0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01","126096","193",0,1,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01","126096","193",0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01","126096","193",0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01","126096","193",0,0,0
"Track and Field","Men's 10,000 metres","2016-01-01","126102","73",0,0,0
"Swimming","Swimming Men's 400 metres Individual Medley","2016-01-01","126116","84",0,0,0
"Swimming","Swimming Women's 200 metres Freestyle","2016-01-01","126117","84",0,0,0
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01","126117","84",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","126133","130",0,0,0
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01","126133","130",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","126133","130",0,0,0
"Track and Field","Men's Javelin Throw","2016-01-01","126194","52",0,0,0
"Track and Field","Women's Heptathlon","2016-01-01","126238","130",0,0,0
"Track and Field","Men's Javelin Throw","2016-01-01","126241","71",0,0,0
"Track and Field","Women's Shot Put","2016-01-01","126288","50",0,0,0
"Track and Field","Men's 100 metres","2016-01-01","126301","67",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","126301","67",0,0,0
"Track and Field","Men's Decathlon","2016-01-01","126339","75",0,0,0
"Track and Field","Men's 200 metres","2016-01-01","126385","26",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","126385","26",0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01","126387","50",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","126387","50",0,0,0
"Gymnastics","Gymnastics Women's Horse Vault","2016-01-01","126387","50",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","126387","50",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","126387","50",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","126427","147",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","126427","147",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","126432","147",0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01","126511","163",0,0,0
"Swimming","Swimming Women's 800 metres Freestyle","2016-01-01","126540","173",0,0,0
"Swimming","Swimming Women's 400 metres Individual Medley","2016-01-01","126540","173",0,0,0
"Track and Field","Women's Javelin Throw","2016-01-01","126574","170",0,0,1
"Swimming","Swimming Women's 10 kilometres Open Water","2016-01-01","126592","173",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","126614","57",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","126646","179",0,0,0
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01","126646","179",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","126707","119",0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01","126773","108",0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01","126851","130",0,0,0
"Track and Field","Women's Heptathlon","2016-01-01","126851","130",0,0,0
"Track and Field","Men's Shot Put","2016-01-01","126917","173",0,0,0
"Track and Field","Women's Marathon","2016-01-01","126953","74",0,0,0
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01","127041","71",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","127041","71",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","127216","195",0,0,1
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01","127216","195",1,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","127216","195",0,1,0
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01","127260","71",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","127260","71",0,0,0
"Track and Field","Women's Marathon","2016-01-01","127459","183",0,0,0
"Track and Field","Women's Heptathlon","2016-01-01","127505","198",0,0,0
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01","127572","74",0,0,0
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01","127590","167",0,0,0
"Track and Field","Women's Marathon","2016-01-01","127594","52",0,0,0
"Track and Field","Women's Marathon","2016-01-01","127600","49",0,0,0
"Track and Field","Women's Triple Jump","2016-01-01","127740","18",0,0,0
"Track and Field","Men's Hammer Throw","2016-01-01","127759","193",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","127784","97",0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","127848","19",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","127848","19",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","127848","19",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","127848","19",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","127933","176",0,0,0
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01","127981","73",0,0,0
"Track and Field","Men's Javelin Throw","2016-01-01","128033","187",1,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01","128145","73",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","128145","73",0,0,1
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","128156","73",0,0,1
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01","128156","73",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","128263","7",0,0,0
"Track and Field","Men's 400 metres","2016-01-01","128272","94",0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","128272","94",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","128281","7",0,0,0
"Track and Field","Men's Shot Put","2016-01-01","128283","131",1,0,0
"Track and Field","Women's 800 metres","2016-01-01","128366","97",1,0,0
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01","128369","130",0,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01","128369","130",0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01","128369","130",0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01","128369","130",0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01","128369","130",0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01","128369","130",0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01","128369","130",0,0,0
"Track and Field","Women's 800 metres","2016-01-01","128429","40",0,0,0
"Track and Field","Men's Long Jump","2016-01-01","128478","40",0,0,0
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01","128558","40",0,0,0
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01","128565","40",1,0,0
"Swimming","Swimming Men's 400 metres Individual Medley","2016-01-01","128565","40",0,0,0
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01","128613","40",0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01","128618","40",0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","128618","40",1,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","128618","40",0,0,0
"Gymnastics","Gymnastics Women's Horse Vault","2016-01-01","128618","40",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","128618","40",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","128618","40",0,0,0
"Track and Field","Men's High Jump","2016-01-01","128637","40",0,0,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","128646","40",0,1,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","128647","40",0,0,0
"Track and Field","Women's Hammer Throw","2016-01-01","128648","40",0,0,0
"Track and Field","Women's 20 kilometres Walk","2016-01-01","128674","97",0,0,0
"Track and Field","Men's Marathon","2016-01-01","128717","195",0,0,0
"Track and Field","Men's 400 metres Hurdles","2016-01-01","128755","136",0,0,0
"Track and Field","Men's Decathlon","2016-01-01","128773","34",1,0,0
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01","128883","94",0,0,0
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01","128883","94",0,0,0
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01","128885","94",0,0,0
"Swimming","Swimming Women's 200 metres Breaststroke","2016-01-01","128885","94",0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","128945","19",0,0,0
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01","128957","196",0,0,0
"Track and Field","Women's 400 metres Hurdles","2016-01-01","128987","34",0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01","128987","34",0,0,0
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01","129003","67",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","129003","67",0,0,0
"Track and Field","Men's 200 metres","2016-01-01","129082","195",0,0,0
"Track and Field","Men's Javelin Throw","2016-01-01","129138","71",0,0,0
"Swimming","Swimming Women's 10 kilometres Open Water","2016-01-01","129148","170",0,0,0
"Track and Field","Women's Pole Vault","2016-01-01","129231","195",0,0,0
"Swimming","Swimming Men's 10 kilometres Open Water","2016-01-01","129236","130",0,1,0
"Track and Field","Women's 100 metres","2016-01-01","129297","40",0,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01","129297","40",0,0,0
"Track and Field","Women's 1,500 metres","2016-01-01","129333","73",0,0,0
"Track and Field","Women's Marathon","2016-01-01","129334","11",0,0,0
"Swimming","Swimming Men's 10 kilometres Open Water","2016-01-01","129372","34",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","129402","195",0,0,1
"Track and Field","Men's Discus Throw","2016-01-01","129445","12",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","129476","195",0,0,0
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01","129476","195",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","129476","195",0,0,1
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","129476","195",0,1,0
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01","129499","71",0,0,0
"Track and Field","Women's 5,000 metres","2016-01-01","129512","11",0,0,0
"Track and Field","Women's 10,000 metres","2016-01-01","129512","11",0,0,0
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01","129634","71",0,0,0
"Swimming","Swimming Women's 200 metres Individual Medley","2016-01-01","129634","71",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","129634","71",0,0,0
"Track and Field","Women's 5,000 metres","2016-01-01","129657","12",0,0,0
"Track and Field","Men's 100 metres","2016-01-01","129744","81",0,0,0
"Track and Field","Men's Marathon","2016-01-01","129795","11",0,0,0
"Track and Field","Women's Long Jump","2016-01-01","129801","71",0,0,0
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01","129834","53",0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01","129896","130",0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","129896","130",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","129896","130",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","129896","130",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","129896","130",0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","129898","130",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","129898","130",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","129898","130",0,1,0
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01","130071","73",1,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01","130071","73",0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01","130071","73",0,1,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01","130071","73",0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01","130071","73",0,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01","130071","73",0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01","130071","73",0,1,0
"Track and Field","Women's 5,000 metres","2016-01-01","130103","73",0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01","130110","34",0,0,0
"Track and Field","Men's 400 metres Hurdles","2016-01-01","130111","93",0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01","130255","71",0,0,0
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01","130255","71",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","130255","71",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","130255","71",0,0,0
"Track and Field","Men's Decathlon","2016-01-01","130284","146",0,0,0
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01","130442","195",0,0,0
"Swimming","Swimming Men's 10 kilometres Open Water","2016-01-01","130442","195",0,0,0
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01","130443","146",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","130443","146",0,0,0
"Track and Field","Women's 800 metres","2016-01-01","130566","195",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","130568","93",0,0,0
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01","130568","93",0,0,1
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","130579","73",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","130614","73",0,0,0
"Track and Field","Women's Heptathlon","2016-01-01","130623","195",0,0,0
"Track and Field","Women's Triple Jump","2016-01-01","130625","93",0,0,0
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01","130645","34",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","130645","34",1,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01","130673","93",0,0,0
"Track and Field","Women's 200 metres","2016-01-01","130686","154",0,0,0
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01","130692","93",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","130692","93",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","130692","93",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","130692","93",0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01","130707","93",0,0,1
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01","130728","73",0,0,0
"Track and Field","Men's 1,500 metres","2016-01-01","130734","131",1,0,0
"Swimming","Swimming Women's 200 metres Butterfly","2016-01-01","130741","73",0,0,0
"Swimming","Swimming Women's 400 metres Individual Medley","2016-01-01","130741","73",0,0,0
"Track and Field","Women's 800 metres","2016-01-01","130774","195",0,0,0
"Track and Field","Men's High Jump","2016-01-01","130836","14",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","130864","11",0,1,0
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01","130864","11",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","130864","11",0,0,1
"Track and Field","Women's 100 metres Hurdles","2016-01-01","130872","93",0,0,0
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01","130874","73",0,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01","130874","73",0,0,0
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01","130874","73",0,0,0
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01","130874","73",0,0,0
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01","130874","73",1,0,0
"Gymnastics","Gymnastics Men's Rings","2016-01-01","130874","73",0,0,0
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01","130874","73",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","130981","116",0,0,0
"Track and Field","Men's Hammer Throw","2016-01-01","131006","195",0,0,0
"Track and Field","Men's 3,000 metres Steeplechase","2016-01-01","131031","34",0,0,0
"Track and Field","Women's 100 metres","2016-01-01","131118","142",0,0,0
"Track and Field","Women's Hammer Throw","2016-01-01","131193","146",0,1,0
"Track and Field","Women's 10,000 metres","2016-01-01","131204","34",0,0,0
"Track and Field","Women's Hammer Throw","2016-01-01","131238","71",0,0,0
"Track and Field","Men's Pole Vault","2016-01-01","131246","146",0,0,0
"Swimming","Swimming Men's 400 metres Freestyle","2016-01-01","131255","146",0,0,0
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01","131255","146",0,0,0
"Track and Field","Men's 1,500 metres","2016-01-01","131281","63",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01","131324","71",0,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01","131406","171",0,0,0
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01","131456","34",0,0,0
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01","131456","34",0,0,0
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01","131456","34",0,0,0
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01","131456","34",0,0,0
"Track and Field","Men's High Jump","2016-01-01","131457","171",0,0,0
"Swimming","Swimming Women's 100 metres Butterfly","2016-01-01","131614","195",0,0,0
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01","131614","195",0,1,0
"Track and Field","Men's 20 kilometres Walk","2016-01-01","131682","90",0,0,0
"Track and Field","Men's 50 kilometres Walk","2016-01-01","131682","90",0,0,0
"Track and Field","Women's 100 metres Hurdles","2016-01-01","131820","40",0,0,0
"Swimming","Swimming Men's 200 metres Butterfly","2016-01-01","131845","40",0,0,0
"Track and Field","Women's 400 metres","2016-01-01","131924","146",0,0,0
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01","131924","146",0,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01","131955","93",0,0,0
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01","131957","146",0,0,0
"Track and Field","Men's 110 metres Hurdles","2016-01-01","132022","40",0,0,0
"Track and Field","Men's 100 metres","2016-01-01","132027","40",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","132027","40",0,0,0
"Swimming","Swimming Women's 10 kilometres Open Water","2016-01-01","132033","40",0,0,0
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01","132065","40",0,0,1
"Swimming","Swimming Men's 200 metres Backstroke","2016-01-01","132065","40",0,0,0
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01","132065","40",0,0,0
"Track and Field","Men's Triple Jump","2016-01-01","132087","40",0,0,0
"Track and Field","Men's Pole Vault","2016-01-01","132111","40",0,0,0
"Track and Field","Men's 400 metres","2016-01-01","132177","86",0,0,0
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01","132177","86",0,0,0
"Track and Field","Women's Pole Vault","2016-01-01","132197","18",0,0,0
"Track and Field","Men's High Jump","2016-01-01","132199","193",0,0,0
"Track and Field","Men's 100 metres","2016-01-01","132276","94",0,0,0
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01","132276","94",0,0,1
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01","132287","94",0,0,0
"Track and Field","Men's Pole Vault","2016-01-01","132322","94",0,0,0
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01","132340","94",0,1,0
